text,user.id,label
RT @NickGiles_: A case of why tell the truth when an emotive fib is so much more convenient! #strongerin https://t.co/iNrm1bTEyo https://t.â€_,7.23251E+17,Remain
RT @MichaelHowden1: @EU_Commission @EUCouncil you need to revisit the TPD on vaping. I will be voting to leave! #VoteLeave #VapingSavesLives,7.23252E+17,Leave
"RT @theordinaryman2: more people coming from Southern #Europe as the #Eurozone crisis gets worse

#EURef #VoteLeave #Brexit #StrongerIn httâ€_",7.23252E+17,Leave
"RT @BenM_Kent: @DanHannanMEP Wait, what?! You got Martin Durkin to make it? He of 'Great Global Warming Swindle' infamy?! LOL! #VoteRemainâ€_",7.23251E+17,Remain
"RT @SteveDorsett: @sircomespect @Peston No, he has nothing to do with #VoteLeave His Grassroots Out campaign was booted because like him, iâ€_",7.23252E+17,Leave
RT @JoeyforEU: This was mentioned by Brexiters when canvassing. We need a shock to galvanise national spirit #madness #StrongerIn https://tâ€_,7.23251E+17,Remain
RT @NormanGiller: Read the spiteful #LeaveEU attack on ITV and ask yourself if they're the sort of people into whose hands you want to putâ€_,7.23252E+17,Leave
"RT @LeithWalkSNP: Who is right,  @Michael_Gove or @AngusRobertson?

https://t.co/OvhVgIFAa6

#EUref #EUreferendum #VoteStay #VoteLeave #Strâ€_",7.23252E+17,Leave
"RT @robinklein: ""In the UK every day a pro-european turns 18 and a #Brexit voter dies of old age"" @KuperSimon @FT #VoteRemain",7.23251E+17,Remain
"RT @BedfordVann: .@bedfordnews IN! We can lead the world, protect our climate, economy, security and peace better if we remain #INtogetherâ€_",7.23251E+17,Remain
RT @simonhu75996460: EU looking for competitiveness already ? #VoteLeave  https://t.co/Yvi4c8UlWV,7.23252E+17,Leave
RT @caronmlindsay: EU is not perfect but it is better than war or growing up in the shadow of the bomb. Says @timfarron #euref #intogether,7.23251E+17,Remain
"RT @smidgerlad: @busybuk I bet #VoteLeave never.
This is a sad attempt at divisiveness by #Remain supporters.",7.23252E+17,Leave
RT @suttonlibdems: Economists sign letter saying â€œit would be a major mistake for the UK to leave the European Unionâ€ù: https://t.co/5qnnYpLâ€_,7.23251E+17,Remain
RT @benglaze: Turns out @StAustellBrew Boris is visiting got Â£50k from EU about 10 years ago for a new bottling line. #VoteLeave #EUref #Boâ€_,7.23252E+17,Leave
RT @GetMeOutOfEU: German Minister drops HUGE gaffe which shows why we need a Brexit. So much for #StrongerIn. I vote leave #EU https://t.coâ€_,7.23251E+17,Remain
"RT @McrGreenParty: The EU, not NATO, has brought peace to our continent writes @MollyMEP in @theStaggers https://t.co/ZIIQkp0XtU #StrongerIâ€_",7.23251E+17,Remain
RT @redikki: Unedifying #Brexit in-fighting between #voteleave and #Farage gives us a glimpse into UK life should we leave the #EU,7.23252E+17,Leave
"RT @angelneptustar: https://t.co/fdstokIIr3â€_  @faisalislam is biased for Remain, picked to interrogate Cam!  WHAT A TRAVESTY. #VoteLeave @Bâ€_",7.23252E+17,Leave
"RT @VeteransBritain: How many people know the Lisbon Treaty commits EU states to ""progressive common defence""? Let's get out. #VoteLeave htâ€_",7.23252E+17,Leave
"RT @yelloexile: Yes. Being pro-independence isn't being anti-Europe. It's a +ve choice for more control, not xenophobia #VoteLeave https://â€_",7.23252E+17,Leave
RT @AraLewisham: Bank of England basically justifying my entire argument on #Brexit today with some nice facts and figures. In data we trusâ€_,7.23251E+17,Remain
RT @Richard_L_Edin: @Loki__1 @Emmett_Jenner My mistake. #VoteLeave,7.23252E+17,Leave
RT @BBCNews: Our political editor has been talking to John Whittingdale about the ITV #VoteLeave row https://t.co/cBtbJnTcp1,7.23252E+17,Leave
RT @chalmersdavidn: #StrongerIN student voter registration tomorrow @Petrocofficial #INtogether  https://t.co/rAMFlUCIF6 via @NDJournal,7.23251E+17,Remain
"RT @TonyParsonsUK: Athens, yesterday. Greeks demonstrate their gratitude to the EU for keeping them safe, prosperous &amp; free #VoteLeave httpâ€_",7.23252E+17,Leave
RT @iggychevalier: No truth and #freespeech in #Austria or #Europe apparently. https://t.co/vSs6UB5Otj #Germany #Brexit #VoteLeave  https:/â€_,7.23252E+17,Leave
RT @vnssb: Come on #UK you know you are #StrongerIn #ProRemain! Tech threat: Brexit fears for digital https://t.co/ao8D0EdEdw,7.23251E+17,Remain
"RT @Mr_Ted_Bun: EU 2nd Largest Ecomomy in the world
EU - UK still 2nd
UK 6th 
UK - EU lower than Australia 13th? 14?
#StrongerIn",7.23251E+17,Remain
"RT @SJ_Powell: Brown signing Lisbon without a mandate from the people has put us in this mess!
#VoteLeave

https://t.co/QbuqaFfJCU https://â€_",7.23252E+17,Leave
RT @F1Hippo: @vote_leave @NeilTalktalk @David_Cameron will like this.. _Ÿ˜Å I'm know how I'm voting.. #VoteOutOfTheEU #VoteLeave #Brexit #Toryâ€_,7.23252E+17,Leave
RT @theprophetv: @laboureoin @stacyherbert This is Osbourne's #brexitstrategy. He knows UK likely to #voteleave so he's taking the ship dowâ€_,7.23252E+17,Leave
"RT @SwedishLondon: In your face @vote_leave: EU migrants have no negative effect on UK wages, says LSE #StrongerIn #prosperity

https://t.câ€_",7.23251E+17,Remain
RT @PaulJ87: Since 1996 UK has opposed EU measures 50 times. 50 times EU got their way. 50 times they became UK law. #VoteLeave #Brexit #EUâ€_,7.23252E+17,Leave
RT @DanHPearce: Exams..love it! It's worth #VoteLeave just so that I don't have to deal with European Law for the rest of my working life!,7.23252E+17,Leave
RT @sdyates85: Still undecided on my vote. Stay or leave? #britexit #brexit #EUreferendum @eureferendum @EuRefCampaign Talk to me #stay #leâ€_,7.23252E+17,Leave
RT @Mambear04: #US Banks funding #Remain! Why @jeremycorbyn because #DodgeyDave will not tell us @UKParliament #PMQs! #VoteLeave! https://tâ€_,7.23252E+17,Leave
"RT @HadjMDahou: Why is #VoteLeave sexy, you ask? It requires confidence and a sense of personal autonomy, ignoring the drumbeat of fear froâ€_",7.23252E+17,Leave
"RT @StrongerInPress: Oxford University's Chancellor, Lord Patten, says leaving the EU puts Oxford's global standing at risk: https://t.co/xâ€_",7.23251E+17,Remain
"RT @Y_Eurosceptics: The only jobs which are ""dependent"" on EU membership are those of MEPs and Eurocrats. #VoteLeave",7.23252E+17,Leave
"RT @theordinaryman2: Vote #Remain &amp; Britain will be handing our Army over to the #EUARMY

#EUReferendum #VoteLeave #Brexit #StrongerIn httpâ€_",7.23252E+17,Leave
RT @Col_Connaughton: Sir Michael Caine lashes out at 'faceless civil servants' dictating to Britain https://t.co/uiYAShPPmL #EU #brexit #reâ€_,7.23252E+17,Leave
RT @fivanmierlo: Flights booked to go home for #EUref. Looking forward to campaigning for #INtogether. I can afford to thanks to #Ryanair Eâ€_,7.23251E+17,Remain
RT @WhyToVoteGreen: We should remember why EU was founded. Here's how it looked to an anti-Nazi activist in 1943 #newsnight #StrongerIn httâ€_,7.23251E+17,Remain
RT @PollyBillington: #VoteRemain for the bees and for nature.  https://t.co/AY0dGgSyaZ,7.23251E+17,Remain
RT @StrongerInPress: Boris on @BBCr4today confirms he wants the UK out of the single market. He wants millions of job in Britain put at risâ€_,7.23251E+17,Remain
RT @ConeyIsland1951: Imagine if we #VoteLeave on 23 June https://t.co/2WDdsG1MLR,7.23252E+17,Leave
RT @syhawkes: The majority of British people want to #VoteLeave on 23rd June. So why the hell have we got a party in power that... https://â€_,7.23252E+17,Leave
"RT @harrybishop_: @EK_EuropeanMove @UKLabourIN Cornwall gets so much money from the EU, why do so many people want to leave? Cornwall needâ€_",7.23251E+17,Remain
RT @DemocracyMovemt: All the #Remain/#StrongerIn camp offer is 70s era negativity &amp; silly idea that EU is only possible way to co-operate.â€_,7.23251E+17,Remain
RT @nusuk: Find out what a #Brexit would mean for students: https://t.co/aKyFwrBlMn #StudentsIn #EUreferendum #StrongerIn https://t.co/YnMIâ€_,7.23251E+17,Remain
"RT @polblonde: Not much to enjoy about EU referendum, except watching dreadful tactics of those who want to leave #StrongerIn",7.23251E+17,Remain
RT @andrewhj: I am voting #StrongerIn to save my country from being dictated to by Boris Johnson. https://t.co/UKm73jD7BF,7.23251E+17,Remain
RT @WalesStrongerIn: Excellent news that @torfaencouncil agrees we are #StrongerIn https://t.co/B9EoUJmTrq,7.23251E+17,Remain
RT @lucky_budgie: Hot off the press... #StrongerIn https://t.co/bCZ7WcLDOV,7.23251E+17,Remain
RT @GuyADJ: More chance of alien invasion than you telling the truth on EU trade issues. #Remain #StrongerIn  https://t.co/8uMbeBIZus,7.23251E+17,Remain
"RT @UKIPNFKN: Bank Of England: #Brexit Could Reduce Growth &amp; Send UK Pound Down â€˜Sharply'

#EUref #UKIP #VoteLeave #LeaveEU https://t.co/TWâ€_",7.23252E+17,Leave
"RT @UkipaLotMoreIan: Wales #betteroffout EU has NO influence
NOT #strongerin #intogether
#euref #Plaid
@WalesStrongerIn @StrongerInPress htâ€_",7.23251E+17,Remain
"RT @britton_nick: Remain are getting worried and are shilling hard, every twitter ad I've had today has been for remain #VoteLeave",7.23252E+17,Leave
RT @annlyon55: @itvnews @chrisshipitv What he means is we are heading for a recession but we will blame it on a brexit.#voteleave,7.23252E+17,Leave
RT @Goodison_Blues: How dare Mark Carney have an opinion on #EUreferendum - who does he think he is - the Governor of BoE or something? #Stâ€_,7.23251E+17,Remain
"RT @EUAreKidding: #GordonBrown specialises in high youth unemployment
That's why he wants us to #Remain in #EU
Not #StrongerIn
#Brexit httpâ€_",7.23251E+17,Remain
RT @NelsonThought: Long press conference given by #Carney of #BOE in regard to #Brexit &amp; the associated #BrexitRisks. $GBP https://t.co/Ftcâ€_,7.23251E+17,Remain
RT @ByronSanford: Yesterday evening waiting in line for #brexitthemovie. #VoteLeave -#GO https://t.co/x9YwipkGlz,7.23252E+17,Leave
RT @irynachek: #StrongerIn Silicon Roundabout or Silicon Cemetery?  @London_First https://t.co/K7PWqJGAsq,7.23251E+17,Remain
RT @Ricoroja: Greeks want #Grexit after #syriza betrayal. EU reform movement humiliated #LeaveEU @labourleave @PaulEmbery  https://t.co/nCtâ€_,7.23252E+17,Leave
RT @trevdick: #LeaveEU &amp; Tories already put Economy into recession by forcing Referendum deeper recession unavoidable if Leave win https://â€_,7.23252E+17,Leave
"RT @GreenBanana4: Boris Johnston wants to ""Take Control"" YES of the TORY Party #brexit #StrongerIn #Remain #LabourInForBritain #LeaveEU",7.23252E+17,Leave
RT @benhayday: Some fantastic posters designed by Wolfgang Tillmans #StrongerIn https://t.co/r1SI9nc8gL,7.23251E+17,Remain
RT @Liam_Mo: https://t.co/dNfpstn6Tq brexit: the movie back up. #brexitthemovie #Brexit #VoteLeave,7.23252E+17,Leave
RT @tcpipfreely: #takecontrol #brexit Had a lot of respect for Mark Carney until he blundered into the debate with such a biased 'guess'. Eâ€_,7.23252E+17,Leave
RT @GrantLewis1: Treasury 'worst thing in Britain'. #VoteLeave basically reduced to bloke shouting 'you're a twat' when he knows he's lostâ€_,7.23252E+17,Leave
RT @AlexHegenbarth: #Brexit claim the EU is over-bureaucratic yet the UK has 6x as many civil servants as the whole of the EU combined #Breâ€_,7.23251E+17,Remain
RT @bensckelso: My last two retweets surely go to show how strong UK is internationally - no need for burdensome EU. UK - FinTech World Capâ€_,7.23252E+17,Leave
"RT @UKIPNFKN: 200 Economists warn against #Brexit vote

#EUref #UKIP #VoteLeave #LeaveEU https://t.co/k5LxSFQnst",7.23252E+17,Leave
RT @vetrissimo: @StrongerIn So Germans will start another war then if we #Brexit ? What a low opinion of your EU partners ! - Only Germansâ€_,7.23251E+17,Remain
RT @mark_g_hoban: Another big intervention on the economic costs of #Brexit. Britain is #StrongerIn  https://t.co/8FBR1wupaj,7.23251E+17,Remain
"RT @Christophe__A: Please RT if you support the geographical redefinition of Britain from an ""Island"" to a ""continent"" #Brexit #EU #VoteLeaâ€_",7.23252E+17,Leave
RT @andy_hb: â€œ..Iâ€™ve been in government long enough to know how these things are done.â€ù #brexit #LeaveEU https://t.co/HdjX6S6rsO,7.23252E+17,Leave
RT @mikeinhh: Boris and his blunderbus perpetuating the lie on weekly EU spend #remain #StrongerIn https://t.co/QTDFPrTYs4,7.23251E+17,Remain
RT @oop100: @2tweetaboutit @Nigel_Farage All major parties are against UKIP so forget party lines in #EUreferendum and #VoteLeave,7.23252E+17,Leave
RT @dariomazzola: If you believe IDS on matters of #SocialJustice you're a schmuck! #euref #strongerin  https://t.co/DVZQFyIE4r,7.23251E+17,Remain
"RT @RobboRocker: Why are @vote_leave telling #itv, what they can or can't do. I for one want to see a Cameron/Farage debate. #EUreferendumâ€_",7.23251E+17,Remain
RT @londonerabroad: Why Students Should Vote in the EU Referendum | June Sarpong https://t.co/I3H7vUUSFZ via @YouTube #VoteRemain,7.23251E+17,Remain
RT @becketmcgrath: So whose side would you rather be on? #StrongerIn https://t.co/CWAgM76g1n,7.23251E+17,Remain
RT @DHWaroonga: Lie after lie from Vote Leave. Boris doesn't care: this is all about his own ambitions. So disingenuous. #StrongerIn https:â€_,7.23251E+17,Remain
"RT @NoToSeparatism: Brexit - economic risks &amp; ""the deeply unattractive personalities who support it""
https://t.co/BQdwGqgt71
#StrongerIn htâ€_",7.23251E+17,Remain
"RT @christyofficial: What an age we live in
Unchecked Tory government is the biggest threat to uk democracy
I'm swinging #VoteRemain https:â€_",7.23251E+17,Remain
RT @Vote_LeaveMedia: Falklands hero Major General Julian Thompson argues the Islands will be safer after we #VoteLeave https://t.co/NvkD3sJâ€_,7.23252E+17,Leave
"RT @strangelunarsea: So, despite the hysterically explicit backing of the Express, Sun, Mail &amp; Telegraph #VoteLeave threaten journalists! hâ€_",7.23252E+17,Leave
RT @scotstrongerin: Well done to our Edinburgh #StrongerIn team who delivered hundreds of leaflets last night! https://t.co/IDTOlXHGst,7.23251E+17,Remain
RT @flyperson: Most vital vote of a generationâ€_ #voteremain https://t.co/MJcX9KFHNH,7.23251E+17,Remain
RT @TonyParsonsUK: Cameron misses the point - he does not have the right to give away freedoms that better men fought for. #VoteLeave httpsâ€_,7.23252E+17,Leave
RT @ALTEREDFUTURE: #VoteLeave Didn't realise that u have registered to vote in the European referendum.  That's been kept a bit quiet!,7.23252E+17,Leave
RT @TalkTenterden: Wow. Big crowds at #brexitthemovie in London tonight. Support for #voteleave growing each day #ukip #leaveeu #brexiy httâ€_,7.23252E+17,Leave
"RT @RJohnDickinson: .@Brexpats The case against @GiselaStuart isn't her origins.
 It's her lies for UKIP. #StrongerIN #LabourInForBritain",7.23251E+17,Remain
RT @ewcars: Imagine if we #VoteLeave on 23 June https://t.co/xIAaes4YMm,7.23252E+17,Leave
"RT @MrsWuhAtTheWes: #ElectoralCommission said #VoteLeave would ""ensure the views of other campaigners are represented"". So why sue ITV forâ€_",7.23252E+17,Leave
"RT @shappers_uk: @ThanetLab so people have voted out and not got it, what word would you use then? #strongerin?",7.23251E+17,Remain
RT @vanterheyden: Once again the Establishment Rothschild Player Mark Carney spun fear in the financial markets today warning not to leaveâ€_,7.23252E+17,Leave
RT @DavidCarltonM21: Boris Johnson May 9th 2016 speech on Brexit. EU is a political project which is getting out of control. #VoteLeave  htâ€_,7.23252E+17,Leave
RT @PenelopeMawson: Good that @jeremycorbyn is doing this. Should be every day from Labour leader. Need to be more vocal! #VoteRemain httpsâ€_,7.23251E+17,Remain
RT @StephenStapley: #Brexit #LeaveEU #VoteLeave How could so many be fooled for so long by so few?,7.23252E+17,Leave
"RT @leeDav84: What a vile, interrupting, bumbling fool @BorisJohnson is, can't believe he was Mayor for so long #brexit #voteIN #Europe",7.23251E+17,Remain
"RT @BirminghamCII: Arguing we are #StrongerIn at our #Brexit debate at #BIFSC16 will be Philip Bushill-Matthews, former West Mids MEP httpsâ€_",7.23251E+17,Remain
RT @notiven: RT: @bbcnews :Our political editor has been talking to John Whittingdale about the ITV #VoteLeave row https://t.co/X7rfEpPBJx,7.23252E+17,Leave
RT @FairerSociety: ONS: short-term migration explains national insurance 'gap' busting some of #VoteLeave myths #Brexit #VoteRemain https:/â€_,7.23252E+17,Leave
RT @euromovescot: Leader of our campaign in Scotland warns #Brexit will rob young of birthright #VoteRemain https://t.co/tL0ZtM8BC8 https:/â€_,7.23251E+17,Remain
"RT @NinaLueck: Just skyped w #Yoda. Know what he thinks about #BREXIT:
Leavingâ€_wrong it is. Regret, you will. 
#EURef  #StrongerIn https://â€_",7.23251E+17,Remain
RT @Col_Connaughton: EU is just a 'test run for a GLOBAL Government' https://t.co/GVsdB9z5G7 #newworldorder #EU #brexit #referendum #voteleâ€_,7.23252E+17,Leave
RT @stumackay44: Imagine if we #VoteLeave on 23 June https://t.co/e596khcl6w,7.23252E+17,Leave
RT @DorsetRachel: I wonder why Boris is taking his 'Brexit Battle Bus' to #Dorset firm ReidSteel? #StrongerIn https://t.co/hW0dQ2Sabi,7.23251E+17,Remain
RT @Col_Connaughton: Terrifying Brussels plot to replace OUR police and judges with Euro stooges https://t.co/1LhTKavWQs #EU #brexit #referâ€_,7.23252E+17,Leave
RT @MikeH_PR: Says a follower of Boris Johnson _Ÿ˜‚ _Ÿ™„ #StrongerIn  https://t.co/adrrrNoMuK,7.23251E+17,Remain
"RT @ruminantsheep: Apparently the bus driver was heard expressing a preference to #VoteLeave 

#ProjectFear #Brexit  https://t.co/vVPwDc4hIF",7.23252E+17,Leave
RT @Rhondda_In: Imagine winning the lottery 2000 times? Wales has thanks to the EU. Take a look at what that has bought! #StrongerIn https:â€_,7.23251E+17,Remain
RT @ajbarrett69: @David_Cameron Don't want to plant my bedding plants just yet until you confirm that #Brexit will produce a plague of locuâ€_,7.23252E+17,Leave
RT @SteMorris: Cameron's speech on EU sends meter in to red #VoteLeave https://t.co/eI21eXREtQ https://t.co/VZeLgcK93o,7.23252E+17,Leave
RT @xdonmbx: Spread the Word https://t.co/23fW4iDIpq #voteleave via @vote_leave,7.23252E+17,Leave
RT @blackricheuro: Ten green reasons for remaining in the EU https://t.co/ySMKtcYMeT #StrongerIn,7.23251E+17,Remain
"RT @garyb_avfc: Urgh all them horrible immigrants coming here, benefitting our economy #votein  https://t.co/dr9Iu99JM4",7.23251E+17,Remain
"RT @dariomazzola: EU has delivered freedom, peace &amp; prosperity for UK. Pass this tangible gift onto our children. #euref #strongerin https:â€_",7.23251E+17,Remain
RT @bettingrunner: FREE!!  Click the link below. Ends on May 31  https://t.co/9kyjnRmOGL #Ajax #VoteLeave #NigelAdkins #LFC #NUFC #MCFC httâ€_,7.23252E+17,Leave
"RT @TorbayGreenPart: The EU, not NATO, has brought peace to our continent writes @MollyMEP in @theStaggers https://t.co/1N3QIMhB17 #Strongeâ€_",7.23251E+17,Remain
RT @claytonmccranor: #brexitbollocks More piles of steaming cack from Boris Johnson https://t.co/YrxYfwmHuD #StrongerIn,7.23251E+17,Remain
RT @LouiseBoursUKIP: Is this what they mean by Europe Day? #EuropeDay #LeaveEU https://t.co/wz0CA7Evs4,7.23252E+17,Leave
"RT @lizardalice: ""Do you feel dirty yet?"" #StrongerIn 
#EUref #Brexit  https://t.co/fN3GKYLjba",7.23251E+17,Remain
RT @PlatformTen: Really great @RussShaw1 reasons to #VoteRemain Success of next generation depends on staying in,7.23251E+17,Remain
"RT @Leave_or_Remain: â€œ@GibStrongerIN: Could the EU force UK to ""hand it back""?

#StrongerIn #TakeControl",7.23251E+17,Remain
RT @Col_Connaughton: ï¿_55 million per day. #EU #brexit #referendum #voteleave brexit FB page: https://t.co/mbXPeVc5xk  https://t.co/2Tj5A0ZDâ€_,7.23252E+17,Leave
RT @linda_fallon: Imagine if we #VoteLeave on 23 June https://t.co/RpJ9uMCPkI,7.23252E+17,Leave
RT @LZacharides: The #Establishment wants us 2 stay in the #EUreferendum I believe if it's good for the establishment it won't be good forâ€_,7.23252E+17,Leave
"RT @Ashley_Bullard: POLL: Does Britain need to Leave the EU to control borders? 

RT = YES

FAV = NO

#BBCQT #Brexit #EURef #StrongerIn httâ€_",7.23251E+17,Remain
RT @myamarillys: Tech Rally to Remain kicks off with @Naomi4LDN #strongerin #lightbulbmoment #RegisterToVote https://t.co/40G7Un6mLX,7.23251E+17,Remain
"RT @manlygumdrop: @CllrPope @LeaveEUOfficial I've been ignoring the ""big names"" lining up on either side. But Brown for the IN camp- big boâ€_",7.23252E+17,Leave
RT @brookeshieldsx: No such thing as bad publicity_Ÿ˜‰just look at Donald Trump!#VoteLeave #EUreferendum #Brexit #BorisJohnson #TakeControl htâ€_,7.23252E+17,Leave
RT @MichaelJosh9: Please don't just believe the EU referendum soundbites... research and effort needed... it then becomes clearer #Strongerâ€_,7.23251E+17,Remain
"RT @stardust193: #Brexit #LeaveEU #EUref #EUReferendum #strongerin #remain #EU #brexitthemovie 
BREXIT THE MOVIE FULL FILM 
https://t.co/xPâ€_",7.23251E+17,Remain
RT @SWStrongerIn: Great to be here on a sunny day in #Exeter speaking to people who recognise that our NHS and economy are #StrongerIn httpâ€_,7.23251E+17,Remain
"RT @JRRay_: Watch before you vote. #EU #VoteLeave #Remain #Brexit 
Lost to the EU https://t.co/minI5t9HhJ",7.23252E+17,Leave
RT @ScotsVoteLeave: The banks that crashed the Scottish economy are now spending millions backing Brussels. #VoteLeave #EUref https://t.co/â€_,7.23252E+17,Leave
RT @Col_Connaughton: Don't buy fear stories. #EU #brexit #referendum #voteleave brexit FB page: https://t.co/mbXPeVc5xk  https://t.co/XwgXHâ€_,7.23252E+17,Leave
RT @CllrPreetGill: I will be doing a stall on #StrongerIn in #smethwick every Saturday engaging #bame communities on #EUref @tom_watson httâ€_,7.23251E+17,Remain
RT @WhatEverFuckNut: #StrongerIn is mad this is what the EU does. @LBC @BreitbartNews @Brit4Democracy @Nigel_Farage @KTHopkins plz watch. hâ€_,7.23251E+17,Remain
RT @CleverfoxMD: Spread the Word https://t.co/Gyk0mqCU5K #voteleave via @vote_leave,7.23252E+17,Leave
"RT @jamesmb: So definitely not going with #LeaveEU's ""Nation shall speak unto peace nation unless they're European nations""? https://t.co/Bâ€_",7.23252E+17,Leave
RT @WalesStrongerIn: EU support offers a 'safety net' for Welsh farmers #StrongerIn https://t.co/3dJGUDIglt,7.23251E+17,Remain
"RT @EurovoteUK: Show some loving Europe! Vote UK and help the warm, fuzzy feelings to keep Britain in Europe. #Eurovision #StrongerIn #Voteâ€_",7.23251E+17,Remain
"RT @waynemoore4e: @TomTheRed64 I think it's this odious twat- there is a lot of them! 
#StrongerIn 
#Remain
 @LeaveEUOfficial
https://t.co/â€_",7.23251E+17,Remain
RT @adambro: Completely misleading to in any way suggest Â£350m can be saved by leaving EU. Why do Leave insist on doing this? #StrongerIn #â€_,7.23251E+17,Remain
RT @RamonaGabar: #VoteLeave got angry and threatened to sue ITV over #Cameron debating with Farage rather than one of them. https://t.co/gHâ€_,7.23252E+17,Leave
"RT @waynemoore4e: Leave campaign has all the nice people 
#NazisForBrexit 

#StrongerIn 
#Remain https://t.co/MOplpbKz8P",7.23251E+17,Remain
"RT @uktostayeu: #EU #migrants have no negative effect on #UK wages, says new LSE https://t.co/gLloN3LCwj #UKtoStay #StrongerIN #immigrationâ€_",7.23251E+17,Remain
RT @econoclast_j: @ChrisMasonBBC #VoteLeave really aren't happy with @ITV #EUref debate - Thought Boris too busy on #Brexit #blunderbus ? Wâ€_,7.23252E+17,Leave
RT @author_tony_rea: In or out? @Ivybridge_Devon @devon @Ivybridge_Devon @ivybridgelib #EURO2016 #EUref #LabourInForBritain #LeaveEU https:â€_,7.23252E+17,Leave
RT @JeremyNEvans: Looking forward to showing #StrongerIn a sneak peak of https://t.co/YJ1KT6YMf7 at Rally for Remain @London_First - next sâ€_,7.23252E+17,Leave
RT @bernerlap: Government has under counted EU migration by 1.5 million. #VoteLeave #TakeControl https://t.co/JEi3hQPhUG #leaveEU #Brexit,7.23252E+17,Leave
"RT @mkpdavies: Whoop whoop, it's #BrexitTheMovie day. Can't wait for tonight to come. Black tie will be worn! #VoteLeave #LeaveEU #Brexit",7.23252E+17,Leave
"RT @Stephen_Woods: Anyone undecided on EU please watch this film. We need to #VoteLeave and save our nation, our freedom &amp;our democracy httâ€_",7.23252E+17,Leave
"RT @PeterSweden7: Are the figures lying - 1.2 m more immigrants than we tought ?
https://t.co/EKxpnXKqwH
#VoteLeave #LeaveEU #Brexit #GOGOGâ€_",7.23252E+17,Leave
RT @JonAshworth: Good grief #VoteLeave what an embarrassment. Instead of attacking journalists maybe they could start answering tough econoâ€_,7.23252E+17,Leave
RT @john_jb6368093: @DavidNichols0n @jancollett cheap shot if we stay NHS will collapse make no mistake &amp; I work for it #LeaveEU,7.23252E+17,Leave
RT @dan_stones: @BrexitTheMovie Loved the film last night. Brought my Romanian friend along so he could see why both our countries should #â€_,7.23252E+17,Leave
RT @benjaminbutter: Such a beautiful morning to be filming on the Thames! â˜€ï¸è Talking about why Britain is #StrongerIn _Ÿ‡¬_Ÿ‡§ https://t.co/iR43zâ€_,7.23251E+17,Remain
RT @KayELacey: Priti Patel speaking about #farming and the #EU at the Business Show #VoteLeave https://t.co/SnJTZ1x9Sh,7.23252E+17,Leave
RT @JezzaThorne: Just been rung up by the #StrongerIn crowd to vote #RemainINEU. I think they understood my polite decline. Through the lauâ€_,7.23252E+17,Leave
"RT @Mancman10: ""@steve_hawkes: Our story last night- Vote Leave to sue ITV https://t.co/Wd0NW7KhBe"" &lt; Ridiculous! #StrongerIn",7.23251E+17,Remain
"RT @bernerlap: Theyâ€™re attempting to buy the referendum, just like they bought the General Election #VoteLeave https://t.co/JJdqT9Tjen",7.23252E+17,Leave
RT @bernerlap: #Cameron wants to buy the referendum with foreign money https://t.co/9DM8RhRJ55  #VoteLeave #BetterOffOut #LeaveEU https://tâ€_,7.23252E+17,Leave
"RT @PeterRadiator: UK sends EU Â£33.3bn a year. But UK benefits Â£58.6bn a year, or Â£1.1bn a week: a net gain of about Â£487m a week. #Strongeâ€_",7.23251E+17,Remain
RT @Bloke_On_A_Bike: #VoteLeave spokesperson gives perfect example of why politicians shouldn't be allowed to interfere with btoadcasters.â€_,7.23252E+17,Leave
"RT @rhyme_suspect: what's funnier? #voteleave's hissy fit, 50/50 claim or  #gove #farage, #murdoch and #Johnson AREN'T establishment? httpsâ€_",7.23252E+17,Leave
"RT @markt1985: Though I'm supporting them now, I still wish #VoteLeave didn't get the designation.....showing Thur true colours now https:/â€_",7.23252E+17,Leave
RT @onemanramblings: How do you plan to vote in the upcoming #EUreferendum ? #VoteLeave #StrongerIn,7.23252E+17,Leave
"RT @M0nk33y: @hotspur007 LMAO .... yes I agree, I think he peaked a little too early! #Brexit #VoteOut #VoteLeave https://t.co/DasydsE76P",7.23252E+17,Leave
"RT @UkipaLotMoreIan: YouGov polls shows EU/ #Brexit business support evenly split
NOT #strongerin #euref 
@StrongerIn @ChukaUmunna 
https:/â€_",7.23251E+17,Remain
"RT @JoshJCole: Top campaign team out in sunny Borough Market this morning, lots of support for @StrongerIn #EUref #StrongerIN https://t.co/â€_",7.23251E+17,Remain
RT @VapersAgainstEU: The #EUref will be won by #VoteLeave because their side is simply more passionate &amp;I organised #brexit,7.23252E+17,Leave
RT @ImsyDot: Ready to go smash it in #London! #voteleave #businesstravel https://t.co/JacwKWbUfR,7.23252E+17,Leave
"RT @theordinaryman2: #TTIP is a threat to our #NHS

#VoteLeave is the only answer to stop #TTIP

#EUreferendum #LeaveEU #StrongerIn https:/â€_",7.23252E+17,Leave
RT @GetBobbyToNo1: How dare Alan Johnson of @UKLabourIn say #VoteLeave supporters are extremists! Most of us are ordinary people who valueâ€_,7.23252E+17,Leave
RT @HooperRoger: Imagine if we #VoteLeave on 23 June https://t.co/q3xX3DvROY,7.23252E+17,Leave
"RT @pperrin: .@WDMCampbell @jimwaterson @Peston vote.leave say Farage backs #StrongerIn, Tory Old Etonians on both sides are barking. #brexâ€_",7.23251E+17,Remain
